date,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy,year,month,day,hour,minute,day_of_week,weekday
2015-02-02 14:55:00,23.66666667,27.7,503.66666669999995,1001.0,0.0050150509999999995,1,2015,2,2,14,55,0,1
2015-02-02 14:55:00,23.6,27.7,483.16666669999995,1009.5,0.00499479,1,2015,2,2,14,55,0,1
2015-02-02 14:57:00,23.6,27.7225,483.5,1019.0,0.004998879,1,2015,2,2,14,57,0,1
2015-02-02 14:57:00,23.6,27.79,473.0,1021.0,0.005011149,1,2015,2,2,14,57,0,1
2015-02-02 14:58:00,23.6,27.85666667,470.33333330000005,1024.666667,0.005023268,1,2015,2,2,14,58,0,1
2015-02-02 15:00:00,23.6,27.80428571,480.14285710000007,1030.4285710000001,0.0050137459999999995,1,2015,2,2,15,0,0,1
2015-02-02 15:01:00,23.575,27.79,464.0,1026.25,0.005003545,1,2015,2,2,15,1,0,1
2015-02-02 15:02:00,23.54,27.81,474.4,1028.0,0.004996538,1,2015,2,2,15,2,0,1
2015-02-02 15:03:00,23.6,27.978,470.0,1034.8,0.005045325,1,2015,2,2,15,3,0,1
2015-02-02 15:04:00,23.525,28.0,454.0,1055.5,0.005026367,1,2015,2,2,15,4,0,1
2015-02-02 15:04:00,23.5,27.978,454.0,1055.25,0.00501476,1,2015,2,2,15,4,0,1
2015-02-02 15:06:00,23.5,28.0,454.0,1050.0,0.005018735,1,2015,2,2,15,6,0,1
2015-02-02 15:07:00,23.5,28.0,454.0,1051.25,0.005018735,1,2015,2,2,15,7,0,1
2015-02-02 15:08:00,23.5,28.0,445.0,1053.6,0.005018735,1,2015,2,2,15,8,0,1
2015-02-02 15:08:00,23.5,28.0,439.0,1055.5,0.005018735,1,2015,2,2,15,8,0,1
2015-02-02 15:10:00,23.5,28.025,444.25,1055.0,0.005023252,1,2015,2,2,15,10,0,1
2015-02-02 15:10:00,23.445,28.125,454.75,1059.5,0.005024491,1,2015,2,2,15,10,0,1
2015-02-02 15:11:00,23.39,28.18,455.8,1060.0,0.0050175820000000005,1,2015,2,2,15,11,0,1
2015-02-02 15:13:00,23.39,28.2,451.6,1073.6,0.005021172,1,2015,2,2,15,13,0,1
2015-02-02 15:14:00,23.39,28.2,451.6,1078.6,0.005021172,1,2015,2,2,15,14,0,1
2015-02-02 15:15:00,23.39,28.2,454.75,1081.0,0.005021172,1,2015,2,2,15,15,0,1
2015-02-02 15:16:00,23.39,28.2225,454.75,1082.0,0.005025211,1,2015,2,2,15,16,0,1
2015-02-02 15:16:00,23.39,28.37333333,457.5,1088.833333,0.005052286,1,2015,2,2,15,16,0,1
2015-02-02 15:17:00,23.37,28.39,464.0,1090.6,0.00504913,1,2015,2,2,15,17,0,1
2015-02-02 15:19:00,23.39,28.32333333,464.0,1086.0,0.00504331,1,2015,2,2,15,19,0,1
2015-02-02 15:20:00,23.37333333,28.445,464.0,1092.5,0.005060017,1,2015,2,2,15,20,0,1
2015-02-02 15:21:00,23.39,28.5,471.5,1103.75,0.005075025,1,2015,2,2,15,21,0,1
2015-02-02 15:22:00,23.32333333,28.5,475.66666669999995,1104.5,0.005054476,1,2015,2,2,15,22,0,1
2015-02-02 15:23:00,23.365,28.5,471.5,1103.5,0.00506731,1,2015,2,2,15,23,0,1
2015-02-02 15:23:00,23.29,28.5,467.75,1112.0,0.005044229,1,2015,2,2,15,23,0,1
2015-02-02 15:24:00,23.30666667,28.53333333,466.5,1105.666667,0.005055304,1,2015,2,2,15,24,0,1
2015-02-02 15:26:00,23.29,28.7,464.0,1104.0,0.005079915999999999,1,2015,2,2,15,26,0,1
2015-02-02 15:27:00,23.29,28.7,467.0,1117.2,0.005079915999999999,1,2015,2,2,15,27,0,1
2015-02-02 15:28:00,23.29,28.675,467.75,1121.25,0.005075455,1,2015,2,2,15,28,0,1
2015-02-02 15:29:00,23.29,28.61666667,466.5,1115.666667,0.005065046,1,2015,2,2,15,29,0,1
2015-02-02 15:29:00,23.29,28.66,459.0,1120.0,0.005072779,1,2015,2,2,15,29,0,1
2015-02-02 15:30:00,23.29,28.55,464.0,1123.75,0.005053151,1,2015,2,2,15,30,0,1
2015-02-02 15:32:00,23.29,28.6,470.0,1116.0,0.005062072,1,2015,2,2,15,32,0,1
2015-02-02 15:33:00,23.272,28.6,464.0,1126.8,0.005056527,1,2015,2,2,15,33,0,1
2015-02-02 15:34:00,23.2,28.4175,464.0,1112.75,0.005002016,1,2015,2,2,15,34,0,1
2015-02-02 15:35:00,23.23,28.5,449.0,1104.5,0.005025831,1,2015,2,2,15,35,0,1
2015-02-02 15:36:00,23.29,28.5,464.0,1108.0,0.005044229,1,2015,2,2,15,36,0,1
2015-02-02 15:36:00,23.215,28.63333333,462.33333330000005,1127.833333,0.005044923,1,2015,2,2,15,36,0,1
2015-02-02 15:38:00,23.2,28.6,469.0,1128.75,0.005034399,1,2015,2,2,15,38,0,1
2015-02-02 15:39:00,23.2,28.65,469.0,1124.25,0.005043272,1,2015,2,2,15,39,0,1
2015-02-02 15:40:00,23.2,28.62,469.0,1130.4,0.0050379479999999996,1,2015,2,2,15,40,0,1
2015-02-02 15:40:00,23.2,28.7,464.0,1138.0,0.005052145,1,2015,2,2,15,40,0,1
2015-02-02 15:42:00,23.2,28.7,456.5,1144.0,0.005052145,1,2015,2,2,15,42,0,1
2015-02-02 15:42:00,23.2,28.718000000000004,457.0,1140.0,0.005055339,1,2015,2,2,15,42,0,1
2015-02-02 15:43:00,23.2,28.79,450.25,1139.25,0.0050681170000000005,1,2015,2,2,15,43,0,1
2015-02-02 15:45:00,23.2,28.79,446.0,1167.333333,0.0050681170000000005,1,2015,2,2,15,45,0,1
2015-02-02 15:46:00,23.14,28.79,451.6,1159.6,0.005049618,1,2015,2,2,15,46,0,1
2015-02-02 15:47:00,23.15,28.89,454.75,1157.75,0.005070391,1,2015,2,2,15,47,0,1
2015-02-02 15:48:00,23.15,28.89,448.0,1159.5,0.005070391,1,2015,2,2,15,48,0,1
2015-02-02 15:49:00,23.18,28.83,444.0,1156.4,0.005069034,1,2015,2,2,15,49,0,1
2015-02-02 15:49:00,23.11666667,28.945,444.0,1160.0,0.005069809000000001,1,2015,2,2,15,49,0,1
2015-02-02 15:51:00,23.14,28.956,444.0,1169.8,0.005078972,1,2015,2,2,15,51,0,1
2015-02-02 15:52:00,23.1,29.0,444.0,1176.166667,0.005074362,1,2015,2,2,15,52,0,1
2015-02-02 15:53:00,23.1,29.075,444.0,1175.25,0.005087593,1,2015,2,2,15,53,0,1
2015-02-02 15:53:00,23.1,28.918000000000003,444.0,1166.6,0.005059897,1,2015,2,2,15,53,0,1
2015-02-02 15:55:00,23.1,27.925,444.0,1140.25,0.0048847840000000005,1,2015,2,2,15,55,0,1
2015-02-02 15:55:00,23.06,27.772,444.0,1089.2,0.004845979,1,2015,2,2,15,55,0,1
2015-02-02 15:56:00,23.02,27.555999999999997,435.0,1042.6,0.0047962840000000005,1,2015,2,2,15,56,0,1
2015-02-02 15:58:00,23.01,27.81883333,432.0,1051.1,0.004839435,1,2015,2,2,15,58,0,1
2015-02-02 15:59:00,23.0,28.08166667,429.0,1059.6,0.004882538,1,2015,2,2,15,59,0,1
2015-02-02 16:00:00,23.0,27.956,429.0,1064.6,0.004860518,1,2015,2,2,16,0,0,1
2015-02-02 16:01:00,22.98166667,27.90833333,429.0,1061.666667,0.004846741,1,2015,2,2,16,1,0,1
2015-02-02 16:01:00,23.0,27.92666667,429.0,1058.333333,0.004855378,1,2015,2,2,16,1,0,1
2015-02-02 16:02:00,23.0,28.018,429.0,1061.6,0.0048713820000000005,1,2015,2,2,16,2,0,1
2015-02-02 16:04:00,22.98166667,28.06666667,429.0,1070.333333,0.004874454,1,2015,2,2,16,4,0,1
2015-02-02 16:05:00,22.945,28.1,429.0,1074.0,0.004869381,1,2015,2,2,16,5,0,1
2015-02-02 16:06:00,23.0,28.1,429.0,1086.25,0.004885751,1,2015,2,2,16,6,0,1
2015-02-02 16:07:00,22.956,28.2,429.0,1089.6,0.004890128,1,2015,2,2,16,7,0,1
2015-02-02 16:08:00,22.9725,28.1,429.0,1085.0,0.00487756,1,2015,2,2,16,8,0,1
2015-02-02 16:08:00,22.945,28.13333333,429.0,1085.0,0.004875203,1,2015,2,2,16,8,0,1
2015-02-02 16:09:00,23.0,28.2,429.0,1088.0,0.004903275,1,2015,2,2,16,9,0,1
2015-02-02 16:11:00,22.945,28.2,429.0,1091.75,0.004886845999999999,1,2015,2,2,16,11,0,1
2015-02-02 16:12:00,23.0,28.13333333,429.0,1091.333333,0.004891592,1,2015,2,2,16,12,0,1
2015-02-02 16:13:00,22.912,28.1,429.0,1088.2,0.004859583,1,2015,2,2,16,13,0,1
2015-02-02 16:14:00,22.89,28.1,429.0,1087.5,0.00485306,1,2015,2,2,16,14,0,1
2015-02-02 16:14:00,22.89,27.956,432.0,1079.2,0.004827998,1,2015,2,2,16,14,0,1
2015-02-02 16:15:00,22.865,27.84,432.75,1077.25,0.004800476,1,2015,2,2,16,15,0,1
2015-02-02 16:17:00,22.87333333,27.68333333,439.0,1064.166667,0.0047756840000000005,1,2015,2,2,16,17,0,1
2015-02-02 16:18:00,22.87333333,27.6,429.0,1056.4,0.0047611979999999995,1,2015,2,2,16,18,0,1
2015-02-02 16:19:00,22.89,27.6,432.75,1043.6,0.004766045,1,2015,2,2,16,19,0,1
2015-02-02 16:20:00,22.815,27.445,432.75,1039.5,0.004717422,1,2015,2,2,16,20,0,1
2015-02-02 16:21:00,22.84,27.37333333,436.5,1028.666667,0.0047122,1,2015,2,2,16,21,0,1
2015-02-02 16:21:00,22.79,27.365,438.0,1020.4,0.00469639,1,2015,2,2,16,21,0,1
2015-02-02 16:23:00,22.79,27.2,444.0,1018.0,0.004667861,1,2015,2,2,16,23,0,1
2015-02-02 16:24:00,22.79,27.17142857,435.42857139999995,1015.142857,0.0046629209999999996,1,2015,2,2,16,24,0,1
2015-02-02 16:25:00,22.79,27.06666667,434.0,1006.333333,0.004644808,1,2015,2,2,16,25,0,1
2015-02-02 16:25:00,22.79,27.02,432.0,1002.6,0.00463674,1,2015,2,2,16,25,0,1
2015-02-02 16:27:00,22.772,26.934,438.0,993.2,0.004616793,1,2015,2,2,16,27,0,1
2015-02-02 16:27:00,22.76,26.82333333,439.0,983.3333332999998,0.004594315,1,2015,2,2,16,27,0,1
2015-02-02 16:28:00,22.7,26.754,432.0,976.2,0.004565583,1,2015,2,2,16,28,0,1
2015-02-02 16:30:00,22.7225,26.7,432.75,980.75,0.004562569,1,2015,2,2,16,30,0,1
2015-02-02 16:31:00,22.7,26.68333333,434.0,971.3333332999998,0.004553435,1,2015,2,2,16,31,0,1
2015-02-02 16:32:00,22.7,26.53333333,444.0,966.6666667000002,0.004527652,1,2015,2,2,16,32,0,1
2015-02-02 16:33:00,22.7,26.46333333,444.0,963.0,0.00451562,1,2015,2,2,16,33,0,1
2015-02-02 16:34:00,22.7,26.445,441.5,952.3333332999998,0.004512469,1,2015,2,2,16,34,0,1
2015-02-02 16:34:00,22.7,26.34,444.0,948.0,0.004494423,1,2015,2,2,16,34,0,1
2015-02-02 16:36:00,22.7,26.26,444.0,945.0,0.0044806740000000005,1,2015,2,2,16,36,0,1
2015-02-02 16:37:00,22.7,26.2,441.0,941.6,0.004470363,1,2015,2,2,16,37,0,1
2015-02-02 16:38:00,22.7,26.16,438.0,929.8,0.004463489,1,2015,2,2,16,38,0,1
2015-02-02 16:38:00,22.7,26.02,441.0,923.8,0.004439431,1,2015,2,2,16,38,0,1
2015-02-02 16:40:00,22.7,26.1,440.25,919.0,0.0044531779999999995,1,2015,2,2,16,40,0,1
2015-02-02 16:40:00,22.7,26.0,439.0,918.25,0.004435995,1,2015,2,2,16,40,0,1
2015-02-02 16:41:00,22.7,25.934,438.0,919.4,0.004424654,1,2015,2,2,16,41,0,1
2015-02-02 16:43:00,22.7,25.92666667,439.0,927.3333332999998,0.004423394000000001,1,2015,2,2,16,43,0,1
2015-02-02 16:44:00,22.7,25.815,432.75,920.25,0.004404207,1,2015,2,2,16,44,0,1
2015-02-02 16:45:00,22.68,25.772,432.0,902.4,0.004391449,1,2015,2,2,16,45,0,1
2015-02-02 16:46:00,22.64,25.695999999999998,429.0,904.4,0.004367718,1,2015,2,2,16,46,0,1
2015-02-02 16:46:00,22.6,25.575,429.0,897.0,0.00433639,1,2015,2,2,16,46,0,1
2015-02-02 16:47:00,22.66666667,25.6,429.0,892.0,0.0043583829999999995,1,2015,2,2,16,47,0,1
2015-02-02 16:49:00,22.6,25.525,433.5,882.5,0.0043278529999999996,1,2015,2,2,16,49,0,1
2015-02-02 16:50:00,22.62,25.476,436.2,887.2,0.004324772,1,2015,2,2,16,50,0,1
2015-02-02 16:51:00,22.625,25.55,442.5,889.25,0.004338748,1,2015,2,2,16,51,0,1
2015-02-02 16:52:00,22.6,25.39,443.4,889.2,0.004304805,1,2015,2,2,16,52,0,1
2015-02-02 16:53:00,22.65,25.42,438.0,880.75,0.00432312,1,2015,2,2,16,53,0,1
2015-02-02 16:53:00,22.6,25.2675,442.5,868.75,0.0042838929999999996,1,2015,2,2,16,53,0,1
2015-02-02 16:54:00,22.6,25.218000000000004,439.8,861.0,0.004275443,1,2015,2,2,16,54,0,1
2015-02-02 16:56:00,22.6,25.2,439.8,860.6,0.00427237,1,2015,2,2,16,56,0,1
2015-02-02 16:57:00,22.6,25.2,435.5,864.0,0.00427237,1,2015,2,2,16,57,0,1
2015-02-02 16:58:00,22.6,25.15,430.75,859.0,0.004263835,1,2015,2,2,16,58,0,1
2015-02-02 16:59:00,22.6,25.14,440.6,854.4,0.004262128,1,2015,2,2,16,59,0,1
2015-02-02 16:59:00,22.6,25.15,428.2,847.4,0.004263835,1,2015,2,2,16,59,0,1
2015-02-02 17:00:00,22.6,25.04,432.2,837.2,0.004245059,1,2015,2,2,17,0,0,1
2015-02-02 17:02:00,22.6,25.05,431.75,834.75,0.004246766,1,2015,2,2,17,2,0,1
2015-02-02 17:03:00,22.6,25.06,429.2,832.4,0.0042484720000000005,1,2015,2,2,17,3,0,1
2015-02-02 17:04:00,22.6,25.0,433.0,832.0,0.004238230999999999,1,2015,2,2,17,4,0,1
2015-02-02 17:05:00,22.6,25.0,433.0,836.25,0.004238230999999999,1,2015,2,2,17,5,0,1
2015-02-02 17:06:00,22.6,25.0,428.2,832.6,0.004238230999999999,1,2015,2,2,17,6,0,1
2015-02-02 17:06:00,22.6,25.025,428.25,821.5,0.004242498,1,2015,2,2,17,6,0,1
2015-02-02 17:08:00,22.6,25.1,425.4,832.4,0.0042553,1,2015,2,2,17,8,0,1
2015-02-02 17:09:00,22.6,25.08,429.2,832.4,0.004251886,1,2015,2,2,17,9,0,1
2015-02-02 17:10:00,22.56,25.02,433.0,830.75,0.004231284,1,2015,2,2,17,10,0,1
2015-02-02 17:10:00,22.58,25.08,433.0,821.5,0.00424669,1,2015,2,2,17,10,0,1
2015-02-02 17:12:00,22.575,25.075,433.0,818.25,0.00424454,1,2015,2,2,17,12,0,1
2015-02-02 17:12:00,22.56,24.912,433.0,819.8,0.004212896,1,2015,2,2,17,12,0,1
2015-02-02 17:13:00,22.55,25.2,433.0,822.5,0.004259328,1,2015,2,2,17,13,0,1
2015-02-02 17:15:00,22.6,24.9175,433.0,818.0,0.00422415,1,2015,2,2,17,15,0,1
2015-02-02 17:16:00,22.58,25.06,433.0,812.8,0.004243281,1,2015,2,2,17,16,0,1
2015-02-02 17:17:00,22.56666667,24.90833333,433.0,816.5,0.0042139890000000004,1,2015,2,2,17,17,0,1
2015-02-02 17:18:00,22.525,24.945,433.0,822.25,0.004209495,1,2015,2,2,17,18,0,1
2015-02-02 17:19:00,22.54,24.89,433.0,825.0,0.004204006,1,2015,2,2,17,19,0,1
2015-02-02 17:19:00,22.5,24.865,433.0,816.5,0.004189492,1,2015,2,2,17,19,0,1
2015-02-02 17:21:00,22.5,24.9175,433.0,811.5,0.004198397,1,2015,2,2,17,21,0,1
2015-02-02 17:22:00,22.5,24.91166667,433.0,811.0,0.004197408,1,2015,2,2,17,22,0,1
2015-02-02 17:23:00,22.56,24.81,433.0,812.2,0.00419553,1,2015,2,2,17,23,0,1
2015-02-02 17:23:00,22.525,24.89,426.0,814.25,0.004200151,1,2015,2,2,17,23,0,1
2015-02-02 17:25:00,22.52,24.976,430.2,824.0,0.004213473,1,2015,2,2,17,25,0,1
2015-02-02 17:25:00,22.575,25.075,433.0,834.5,0.00424454,1,2015,2,2,17,25,0,1
2015-02-02 17:26:00,22.6,25.0,433.0,837.0,0.004238230999999999,1,2015,2,2,17,26,0,1
2015-02-02 17:28:00,22.6,25.02142857,433.0,841.1666667000002,0.004241889,1,2015,2,2,17,28,0,1
2015-02-02 17:29:00,22.6,25.04285714,433.0,845.3333332999998,0.004245545999999999,1,2015,2,2,17,29,0,1
2015-02-02 17:30:00,22.6,25.1,433.0,854.75,0.0042553,1,2015,2,2,17,30,0,1
2015-02-02 17:31:00,22.6,25.1,428.33333330000005,850.3333332999998,0.0042553,1,2015,2,2,17,31,0,1
2015-02-02 17:31:00,22.6,25.08,424.6,845.4,0.004251886,1,2015,2,2,17,31,0,1
2015-02-02 17:32:00,22.6,25.16666667,433.0,854.3333332999998,0.00426668,1,2015,2,2,17,32,0,1
2015-02-02 17:34:00,22.6,25.06666667,428.33333330000005,849.3333332999998,0.00424961,0,2015,2,2,17,34,0,1
2015-02-02 17:35:00,22.6,25.2,422.5,853.0,0.00427237,0,2015,2,2,17,35,0,1
2015-02-02 17:36:00,22.6,25.2,423.66666669999995,853.0,0.00427237,0,2015,2,2,17,36,0,1
2015-02-02 17:37:00,22.54,25.16,424.6,852.0,0.004249920999999999,0,2015,2,2,17,37,0,1
2015-02-02 17:38:00,22.54,25.16,427.4,853.6,0.004249920999999999,0,2015,2,2,17,38,0,1
2015-02-02 17:38:00,22.54,25.14,421.8,845.6,0.00424652,0,2015,2,2,17,38,0,1
2015-02-02 17:39:00,22.525,25.1,426.0,834.25,0.004235829,0,2015,2,2,17,39,0,1
2015-02-02 17:41:00,22.5,25.04,421.8,826.4,0.004219178,0,2015,2,2,17,41,0,1
2015-02-02 17:42:00,22.5,25.0,419.0,819.6,0.004212392,0,2015,2,2,17,42,0,1
2015-02-02 17:43:00,22.5,25.0,419.0,829.6,0.004212392,0,2015,2,2,17,43,0,1
2015-02-02 17:44:00,22.5,25.0,419.0,824.0,0.004212392,0,2015,2,2,17,44,0,1
2015-02-02 17:44:00,22.5,24.912,419.0,814.2,0.004197464000000001,0,2015,2,2,17,44,0,1
2015-02-02 17:45:00,22.5,24.89,419.0,813.5,0.004193733,0,2015,2,2,17,45,0,1
2015-02-02 17:47:00,22.5,24.89,419.0,813.8,0.004193733,0,2015,2,2,17,47,0,1
2015-02-02 17:48:00,22.5,24.89,419.0,811.0,0.004193733,0,2015,2,2,17,48,0,1
2015-02-02 17:49:00,22.478,24.87,419.0,804.6,0.004184704,0,2015,2,2,17,49,0,1
2015-02-02 17:50:00,22.456,24.83,419.0,807.8,0.004172308,0,2015,2,2,17,50,0,1
2015-02-02 17:51:00,22.5,24.85666667,419.0,802.3333332999999,0.004188079,0,2015,2,2,17,51,0,1
2015-02-02 17:51:00,22.4175,24.7475,419.0,796.75,0.004148565999999999,0,2015,2,2,17,51,0,1
2015-02-02 17:53:00,22.456,24.81,419.0,794.4,0.004168925,0,2015,2,2,17,53,0,1
2015-02-02 17:54:00,22.39,24.7,419.0,790.6,0.004133586,0,2015,2,2,17,54,0,1
2015-02-02 17:55:00,22.4175,24.7225,419.0,789.75,0.004144348,0,2015,2,2,17,55,0,1
2015-02-02 17:55:00,22.39,24.7,419.0,782.2,0.004133586,0,2015,2,2,17,55,0,1
2015-02-02 17:57:00,22.39,24.7225,419.0,772.25,0.004137377,1,2015,2,2,17,57,0,1
2015-02-02 17:57:00,22.39,24.71708333,419.0,772.925,0.004136464,1,2015,2,2,17,57,0,1
2015-02-02 17:58:00,22.39,24.71166667,419.0,773.6,0.004135552,1,2015,2,2,17,58,0,1
2015-02-02 18:00:00,22.39,24.625,419.0,773.75,0.004120952,1,2015,2,2,18,0,0,1
2015-02-02 18:01:00,22.39,24.754,416.2,771.8,0.004142684000000001,1,2015,2,2,18,1,0,1
2015-02-02 18:02:00,22.39,24.912,418.6,782.8,0.004169303,1,2015,2,2,18,2,0,1
2015-02-02 18:03:00,22.39,25.245,415.0,796.5,0.004225413,1,2015,2,2,18,3,0,1
2015-02-02 18:04:00,22.39,25.0925,310.25,809.0,0.004199716,1,2015,2,2,18,4,0,1
2015-02-02 18:04:00,22.39,25.0,0.0,805.5,0.00418413,0,2015,2,2,18,4,0,1
2015-02-02 18:06:00,22.35,24.978,0.0,791.4,0.004170196,0,2015,2,2,18,6,0,1
2015-02-02 18:07:00,22.32333333,25.0,0.0,779.3333332999999,0.004167082,0,2015,2,2,18,7,0,1
2015-02-02 18:08:00,22.365,24.9725,0.0,780.75,0.004173103,0,2015,2,2,18,8,0,1
2015-02-02 18:08:00,22.315,24.89,0.0,781.75,0.004146508,0,2015,2,2,18,8,0,1
2015-02-02 18:10:00,22.29,24.9175,0.0,781.0,0.004144767,0,2015,2,2,18,10,0,1
2015-02-02 18:10:00,22.29,24.912,0.0,778.4,0.004143846,0,2015,2,2,18,10,0,1
2015-02-02 18:11:00,22.26,24.85666667,0.0,769.3333332999999,0.004126988,0,2015,2,2,18,11,0,1
2015-02-02 18:13:00,22.254,24.85,0.0,766.5,0.004124357,0,2015,2,2,18,13,0,1
2015-02-02 18:14:00,22.23,24.79333333,0.0,763.25,0.004108840999999999,0,2015,2,2,18,14,0,1
2015-02-02 18:15:00,22.26,24.82333333,0.0,762.3333332999999,0.0041214170000000005,0,2015,2,2,18,15,0,1
2015-02-02 18:16:00,22.2,24.79,0.0,761.5,0.004100737,0,2015,2,2,18,16,0,1
2015-02-02 18:16:00,22.2,24.79,0.0,761.0,0.004100737,0,2015,2,2,18,16,0,1
2015-02-02 18:17:00,22.2,24.736,0.0,757.0,0.004091745999999999,0,2015,2,2,18,17,0,1
2015-02-02 18:19:00,22.2,24.79,0.0,752.3333332999999,0.004100737,0,2015,2,2,18,19,0,1
2015-02-02 18:20:00,22.13333333,24.7,0.0,748.6666667000001,0.004069084000000001,0,2015,2,2,18,20,0,1
2015-02-02 18:21:00,22.1,24.7,0.0,746.25,0.004060772,0,2015,2,2,18,21,0,1
2015-02-02 18:22:00,22.15,24.7225,0.0,745.25,0.00407698,0,2015,2,2,18,22,0,1
2015-02-02 18:23:00,22.1,24.7,0.0,740.6666667000001,0.004060772,0,2015,2,2,18,23,0,1
2015-02-02 18:23:00,22.1,24.7,0.0,738.0,0.004060772,0,2015,2,2,18,23,0,1
2015-02-02 18:24:00,22.13333333,24.7,0.0,732.6666667000001,0.004069084000000001,0,2015,2,2,18,24,0,1
2015-02-02 18:26:00,22.1,24.7,0.0,727.0,0.004060772,0,2015,2,2,18,26,0,1
2015-02-02 18:27:00,22.1,24.675,0.0,716.0,0.004056635,0,2015,2,2,18,27,0,1
2015-02-02 18:28:00,22.06666667,24.66666667,0.0,723.25,0.004046971,0,2015,2,2,18,28,0,1
2015-02-02 18:29:00,22.06666667,24.66666667,0.0,718.3333332999999,0.004046971,0,2015,2,2,18,29,0,1
2015-02-02 18:29:00,22.0,24.58,0.0,716.6,0.0040161929999999995,0,2015,2,2,18,29,0,1
2015-02-02 18:30:00,21.978,24.6,0.0,714.0,0.004014055999999999,0,2015,2,2,18,30,0,1
2015-02-02 18:32:00,21.978,24.56,0.0,714.2,0.0040074870000000005,0,2015,2,2,18,32,0,1
2015-02-02 18:33:00,21.945,24.6,0.0,715.0,0.00400593,0,2015,2,2,18,33,0,1
